customer_id,name,email,signup_date,city,country,age,gender,recency_days,frequency,monetary,avg_order_value,has_purchased,R_score,F_score,M_score,segment,purchase_freq_per_year,tenure_years,predicted_cltv
625,Sarah Watson,travis94@example.com,2019-01-10,Manchester,UK,50.0,F,197.0,2,1597.65,798.82,1,3,3,3,Loyal Customers,0.6677330895795247,5.973990417522245,1556.04
626,Phillip Dixon,kwalker@example.org,2023-03-31,,UK,,M,78.0,3,2521.32,840.44,1,5,4,4,Champions,1.001599634369287,1.754962354551677,721.4
627,Robert Mendoza,shawphillip@example.net,2022-11-21,Toronto,Canada,35.0,M,439.0,1,146.98,146.98,1,2,1,1,Hibernating/Lost,0.33386654478976235,2.11088295687885,50.58
628,Joyce Martinez,astewart@example.org,2019-05-14,Chicago,USA,35.0,M,722.0,3,1876.03,625.34,1,1,4,3,At Risk (High Value),1.001599634369287,5.634496919917864,1723.34
629,Jamie Garcia,chloe42@example.net,2020-11-22,Munich,Germany,72.0,,155.0,3,2369.29,789.76,1,4,4,3,Loyal Customers,1.001599634369287,4.1067761806981515,1586.34
630,Derrick Mullen,michael76@example.org,2021-01-05,Berlin,Germany,26.0,F,93.0,1,470.98,470.98,1,4,1,1,New/Promising,0.33386654478976235,3.9863107460643397,306.09
631,Paul Diaz,lramirez@example.net,2020-04-04,Toronto,Canada,29.0,F,16.0,1,704.26,704.26,1,5,1,2,New/Promising,0.33386654478976235,4.741957563312799,544.46
632,Kenneth Perez,lelinda@example.net,2022-12-27,London,UK,,F,6.0,4,3806.13,951.53,1,5,5,4,Champions,1.3354661791590494,2.0123203285420943,1248.7
633,James Thomas,thomassmith@example.com,2022-06-30,Munich,Germany,54.0,M,432.0,1,3126.17,3126.17,1,2,1,4,Needs Attention,0.33386654478976235,2.5051334702258727,1276.8
634,Dr. Samuel Holmes DDS,jevans@example.net,2019-04-09,New York,USA,42.0,F,128.0,5,41778.18,8355.64,1,4,5,5,Champions,1.6693327239488118,5.730321697467488,39030.76
635,Brett Martin,lisawoods@example.net,2019-11-10,,Australia,60.0,F,440.0,4,1812.97,453.24,1,2,5,3,At Risk (High Value),1.3354661791590494,5.1416837782340865,1519.75
636,Patrick Green,ann45@example.org,2022-09-18,Los Angeles,USA,33.0,F,533.0,1,396.98,396.98,1,2,1,1,Hibernating/Lost,0.33386654478976235,2.2861054072553046,147.96
637,Gregory Frazier,barbarasantos@example.net,2019-08-03,Bangkok,Thailand,62.0,M,239.0,1,652.51,652.51,1,3,1,2,Needs Attention,0.33386654478976235,5.412731006160164,575.81
640,Logan Sullivan,millermatthew@example.com,2024-03-26,,Australia,37.0,F,268.0,1,712.74,712.74,1,3,1,2,Needs Attention,0.33386654478976235,0.7665982203969883,89.08
641,Eddie Adams,cnelson@example.com,2023-09-07,Los Angeles,USA,58.0,M,94.0,4,3929.3,982.32,1,4,5,5,Champions,1.3354661791590494,1.3169062286105406,843.62
643,David Manning,clarkrandy@example.org,2020-06-24,Vancouver,Canada,19.0,F,318.0,1,675.61,675.61,1,3,1,2,Needs Attention,0.33386654478976235,4.520191649555099,497.89
644,Shawn Kelley,wisealexandria@example.org,2021-01-07,Vancouver,Canada,43.0,M,290.0,3,2125.18,708.39,1,3,4,3,Loyal Customers,1.001599634369287,3.980835044490075,1379.26
645,Luke Miller,pparker@example.net,2019-01-20,New York,USA,58.0,M,221.0,5,3429.98,686.0,1,3,5,4,Loyal Customers,1.6693327239488118,5.946611909650924,3325.39
646,Mark Anderson,anthonyalvarado@example.com,2020-07-03,Paris,France,39.0,F,229.0,3,1887.52,629.17,1,3,4,3,Loyal Customers,1.001599634369287,4.4955509924709105,1383.41
647,Julie Pitts,amy28@example.org,2020-07-10,Berlin,Germany,60.0,M,942.0,1,514.12,514.12,1,1,1,2,Hibernating/Lost,0.33386654478976235,4.476386036960986,375.21
648,Joyce Curry,omills@example.net,2019-12-08,Singapore,Singapore,24.0,Other,184.0,4,1446.69,361.67,1,4,5,3,Loyal Customers,1.3354661791590494,5.065023956194388,1194.63
649,Gregory Fernandez,ramosmichael@example.com,2019-08-01,Chicago,USA,74.0,M,627.0,4,3346.86,836.72,1,2,5,4,At Risk (High Value),1.3354661791590494,5.418206707734429,2956.47
650,Adam Mills,mauriceharrison@example.org,2022-06-05,,USA,65.0,M,78.0,3,3961.02,1320.34,1,5,4,5,Champions,1.001599634369287,2.5735797399041753,1661.97
652,Adam Brooks,bkhan@example.com,2019-05-10,New York,USA,57.0,M,842.0,1,514.73,514.73,1,1,1,2,Hibernating/Lost,0.33386654478976235,5.645448323066393,473.76
653,Miguel Brewer,fwalker@example.com,2023-03-03,Singapore,Singapore,62.0,M,178.0,2,1922.27,961.14,1,4,3,3,Loyal Customers,0.6677330895795247,1.8316221765913758,574.03
654,Kellie Marsh,justin84@example.com,2021-11-29,London,UK,60.0,M,8.0,2,3119.03,1559.52,1,5,3,4,Loyal Customers,0.6677330895795247,3.0882956878850103,1570.43
655,Barry Taylor,walshchristine@example.com,2021-09-13,Toronto,Canada,58.0,M,665.0,2,1376.19,688.1,1,2,3,2,Needs Attention,0.6677330895795247,3.299110198494182,740.21
656,Katherine Flores,brandonnichols@example.org,2024-01-01,Munich,Germany,,M,53.0,4,4041.39,1010.35,1,5,5,5,Champions,1.3354661791590494,0.999315537303217,658.43
657,Diane Martinez,oacosta@example.org,2023-10-11,Berlin,Germany,71.0,F,162.0,3,5389.3,1796.43,1,4,4,5,Champions,1.001599634369287,1.2238193018480492,1075.29
658,Johnny Peterson,kristi75@example.com,2024-06-09,London,UK,19.0,F,103.0,3,2964.63,988.21,1,4,4,4,Champions,1.001599634369287,0.5612594113620808,271.28
660,Catherine Huang,lisa01@example.net,2021-07-04,Berlin,Germany,23.0,F,337.0,2,2607.77,1303.88,1,3,3,4,Loyal Customers,0.6677330895795247,3.4934976043805612,1485.27
661,Ray Ramos,gonzalezjill@example.org,2021-04-24,Manchester,UK,51.0,M,309.0,2,5518.0,2759.0,1,3,3,5,Loyal Customers,0.6677330895795247,3.6878850102669403,3317.7
662,Vickie Kennedy,sharon20@example.net,2022-07-29,Paris,France,72.0,M,774.0,1,1583.9,1583.9,1,1,1,3,Needs Attention,0.33386654478976235,2.425735797399042,626.4
663,Kelly King,james03@example.org,2021-01-14,London,UK,68.0,M,45.0,2,1685.2,842.6,1,5,3,3,Loyal Customers,0.6677330895795247,3.9616700889801506,1088.45
665,Lauren Vazquez,nathandavis@example.org,2022-09-11,Singapore,Singapore,16.0,,48.0,4,4884.46,1221.12,1,5,5,5,Champions,1.3354661791590494,2.305270362765229,1835.77
667,Ashley Freeman,tina57@example.net,2023-08-11,Chicago,USA,22.0,F,128.0,1,797.13,797.13,1,4,1,2,New/Promising,0.33386654478976235,1.3908281998631074,180.75
668,Michael Howard,johnwilliams@example.net,2021-03-15,Mumbai,India,45.0,F,609.0,1,2406.94,2406.94,1,2,1,4,Needs Attention,0.33386654478976235,3.7973990417522243,1490.15
671,Kimberly Gibson,bgross@example.net,2021-12-22,New York,USA,51.0,M,317.0,3,3734.38,1244.79,1,3,4,4,Loyal Customers,1.001599634369287,3.025325119780972,1841.91
672,Patty Allen,barrettamber@example.com,2023-05-19,Munich,Germany,60.0,F,477.0,1,1068.69,1068.69,1,2,1,2,Hibernating/Lost,0.33386654478976235,1.620807665982204,282.4
673,Michael Cannon,chloemorris@example.net,2022-09-08,Manchester,UK,54.0,F,330.0,4,3338.26,834.56,1,3,5,4,Loyal Customers,1.3354661791590494,2.3134839151266258,1259.11
674,Brent Hopkins,conleydavid@example.org,2024-02-19,Paris,France,33.0,F,119.0,2,2760.79,1380.4,1,4,3,4,Loyal Customers,0.6677330895795247,0.865160848733744,389.41
675,John Garcia,hbarrett@example.net,2019-10-01,Singapore,Singapore,42.0,M,211.0,2,2676.93,1338.46,1,3,3,4,Loyal Customers,0.6677330895795247,5.25119780971937,2291.78
677,Steve Miller PhD,wardjulia@example.com,2020-02-16,Toronto,Canada,55.0,Other,369.0,2,1915.82,957.91,1,3,3,3,Loyal Customers,0.6677330895795247,4.87337440109514,1522.17
680,Laura Meza,xreese@example.net,2022-10-12,Manchester,UK,34.0,F,81.0,2,2013.51,1006.76,1,5,3,3,Loyal Customers,0.6677330895795247,2.220396988364134,728.89
681,Megan Park,kandrade@example.org,2019-02-21,Los Angeles,USA,,F,502.0,1,705.33,705.33,1,2,1,2,Hibernating/Lost,0.33386654478976235,5.859000684462697,673.74
682,Kathy Sandoval,umahoney@example.net,2019-11-26,Singapore,Singapore,59.0,M,538.0,2,1546.67,773.34,1,2,3,3,Needs Attention,0.6677330895795247,5.0978781656399725,1285.49
683,Erika Watson PhD,umckenzie@example.net,2020-02-22,Vancouver,Canada,18.0,M,571.0,2,1750.14,875.07,1,2,3,3,Needs Attention,0.6677330895795247,4.856947296372348,1385.84
684,Joshua Brooks,michael77@example.com,2023-02-23,Sydney,Australia,71.0,F,185.0,3,2772.75,924.25,1,4,4,4,Champions,1.001599634369287,1.8535249828884326,837.89
685,Andrew Mitchell,holmesvictoria@example.com,2023-05-26,Munich,Germany,60.0,F,248.0,2,3693.6,1846.8,1,3,3,4,Loyal Customers,0.6677330895795247,1.6016427104722792,964.48
686,William Lewis,andrew48@example.net,2024-06-21,Singapore,Singapore,,F,14.0,3,4289.07,1429.69,1,5,4,5,Champions,1.001599634369287,0.5284052019164955,369.49
687,Tammy Moore,stevenseric@example.com,2023-05-19,Mumbai,India,69.0,M,113.0,4,3162.01,790.5,1,4,5,4,Champions,1.3354661791590494,1.620807665982204,835.55
688,Kevin Hall,christopher69@example.org,2023-03-27,London,UK,50.0,M,218.0,3,1526.81,508.94,1,3,4,3,Loyal Customers,1.001599634369287,1.7659137577002053,439.58
689,Misty Mcguire,tracynolan@example.net,2020-08-25,Toronto,Canada,27.0,,480.0,2,107556.21,53778.1,1,2,3,5,Needs Attention,0.6677330895795247,4.350444900752909,76286.45
691,Tammy Cook,hbutler@example.org,2022-04-11,Chicago,USA,16.0,F,111.0,6,9426.81,1571.14,1,4,5,5,Champions,2.003199268738574,2.724161533196441,4186.75
692,Sarah Mcfarland,hbrown@example.org,2024-03-16,Chicago,USA,,M,271.0,1,1408.27,1408.27,1,3,1,3,Needs Attention,0.33386654478976235,0.7939767282683093,182.29
693,Karl Murphy,ericnunez@example.com,2020-09-08,Sydney,Australia,66.0,M,68.0,3,2189.64,729.88,1,5,4,3,Loyal Customers,1.001599634369287,4.312114989733059,1539.36
694,Nicole Johnston,walkerkeith@example.com,2021-12-12,London,UK,27.0,F,92.0,1,1232.71,1232.71,1,4,1,2,New/Promising,0.33386654478976235,3.052703627652293,613.51
696,Patricia Anderson,timothygonzalez@example.com,2021-01-08,London,UK,29.0,M,517.0,2,3062.18,1531.09,1,2,3,4,Needs Attention,0.6677330895795247,3.978097193702943,1986.02
697,Christina Gilbert,johnadams@example.com,2023-08-14,Munich,Germany,16.0,F,134.0,1,2134.41,2134.41,1,4,1,3,New/Promising,0.33386654478976235,1.3826146475017111,481.12
698,Thomas Davis,whenderson@example.org,2022-06-10,Sydney,Australia,31.0,F,866.0,1,624.19,624.19,1,1,2,2,Hibernating/Lost,0.33386654478976235,2.5598904859685145,260.51
699,Kirk Johnson,gary59@example.com,2023-06-19,Bangkok,Thailand,40.0,F,224.0,3,2698.03,899.34,1,3,4,4,Loyal Customers,1.001599634369287,1.5359342915811087,675.61
700,Jessica Glass,jamesbrooks@example.net,2023-08-11,Munich,Germany,48.0,F,69.0,1,646.65,646.65,1,5,2,2,New/Promising,0.33386654478976235,1.3908281998631074,146.63
701,Ashley Brown,mistywilkins@example.org,2022-08-27,Bangkok,Thailand,36.0,F,76.0,2,476.22,238.11,1,5,3,1,Loyal Customers,0.6677330895795247,2.346338124572211,182.17
702,Robert Torres,njohnson@example.net,2022-01-06,Singapore,Singapore,16.0,M,103.0,2,570.36,285.18,1,4,3,2,Loyal Customers,0.6677330895795247,2.9842573579739904,277.5
703,Christina Mills,ana92@example.net,2023-11-07,Toronto,Canada,69.0,M,128.0,5,3550.6,710.12,1,4,5,4,Champions,1.6693327239488118,1.1498973305954825,665.64
704,Alicia Aguilar,scottbrian@example.org,2023-05-07,Melbourne,Australia,57.0,M,44.0,3,2533.78,844.59,1,5,4,4,Champions,1.001599634369287,1.6536618754277892,683.11
705,Lisa Brown,jonesdonna@example.net,2021-07-29,New York,USA,18.0,M,749.0,3,3741.68,1247.23,1,1,4,4,At Risk (High Value),1.001599634369287,3.4250513347022586,2089.36
706,Mary Lin,carternicole@example.com,2019-05-25,Munich,Germany,68.0,F,185.0,2,1605.02,802.51,1,4,3,3,Loyal Customers,0.6677330895795247,5.604380561259411,1466.51
708,Charlotte Mason,tcastro@example.org,2023-01-15,Sydney,Australia,20.0,M,3.0,3,3090.84,1030.28,1,5,4,4,Champions,1.001599634369287,1.9603011635865846,987.82
709,Thomas Torres,klong@example.org,2021-01-02,Los Angeles,USA,22.0,M,958.0,1,1906.38,1906.38,1,1,2,3,Needs Attention,0.33386654478976235,3.994524298425736,1241.52
710,Harold Garrett,wendyirwin@example.com,2023-04-17,Vancouver,Canada,40.0,M,23.0,2,2043.73,1021.86,1,5,3,3,Loyal Customers,0.6677330895795247,1.7084188911704312,569.24
711,Lori Johns,raymondstacy@example.org,2020-03-26,Munich,Germany,63.0,M,741.0,1,478.17,478.17,1,1,2,1,Hibernating/Lost,0.33386654478976235,4.766598220396989,371.59
712,Steven Sandoval,blairabigail@example.net,2019-10-23,Sydney,Australia,59.0,M,622.0,1,1218.83,1218.83,1,2,2,2,Hibernating/Lost,0.33386654478976235,5.190965092402464,1031.5
713,Lori Perez,ashleysimmons@example.com,2021-02-03,Sydney,Australia,51.0,F,1065.0,1,1670.84,1670.84,1,1,2,3,Needs Attention,0.33386654478976235,3.9069130732375084,1064.26
714,Erin Daniels,denisecarpenter@example.net,2022-05-06,Paris,France,50.0,F,471.0,2,992.79,496.4,1,2,3,2,Needs Attention,0.6677330895795247,2.6557152635181382,429.85
715,Shari Parker,russellstout@example.org,2024-01-25,Melbourne,Australia,29.0,M,63.0,2,1283.65,641.83,1,5,3,2,Loyal Customers,0.6677330895795247,0.9336071184120466,195.39
716,Krystal Moore,grantstacy@example.org,2020-01-12,Chicago,USA,55.0,F,353.0,2,2571.84,1285.92,1,3,3,4,Loyal Customers,0.6677330895795247,4.969199178644764,2083.57
717,Ryan Thomas,cannonnicole@example.com,2022-03-07,Singapore,Singapore,70.0,M,130.0,2,1239.93,619.96,1,4,3,2,Loyal Customers,0.6677330895795247,2.8199863107460645,570.06
718,Elizabeth Reese,edwin31@example.org,2022-01-30,Sydney,Australia,34.0,F,109.0,1,10025.73,10025.73,1,4,2,5,New/Promising,0.33386654478976235,2.91854893908282,4770.47
719,Phillip Salazar,catherine93@example.net,2021-09-24,Paris,France,38.0,F,321.0,1,760.46,760.46,1,3,2,2,Needs Attention,0.33386654478976235,3.268993839835729,405.29
720,Michael Howard,manderson@example.com,2019-05-23,Paris,France,36.0,M,326.0,3,3346.76,1115.59,1,3,4,4,Loyal Customers,1.001599634369287,5.6098562628336754,3060.95
721,Jacqueline Christian,kwells@example.org,2022-04-11,Melbourne,Australia,52.0,,366.0,1,2025.41,2025.41,1,3,2,3,Needs Attention,0.33386654478976235,2.724161533196441,899.55
722,Jason Novak,stephanie33@example.org,2019-01-10,Chicago,USA,31.0,M,191.0,4,2189.1,547.28,1,4,5,3,Loyal Customers,1.3354661791590494,5.973990417522245,2132.12
723,Timothy Duke,dwatts@example.org,2023-09-17,Vancouver,Canada,24.0,M,43.0,2,2171.56,1085.78,1,5,3,3,Loyal Customers,0.6677330895795247,1.2895277207392197,456.54
724,Ricardo Franklin,zcortez@example.net,2021-01-04,Berlin,Germany,47.0,M,316.0,3,1632.19,544.06,1,3,4,3,Loyal Customers,1.001599634369287,3.9890485968514717,1061.49
725,Laura Herrera,meyershannon@example.org,2020-07-28,Mumbai,India,73.0,M,255.0,2,4516.35,2258.18,1,3,3,5,Loyal Customers,0.6677330895795247,4.427104722792608,3259.77
726,Danielle Medina,grantzachary@example.net,2023-01-29,Los Angeles,USA,,F,24.0,6,10041.05,1673.51,1,5,5,5,Champions,2.003199268738574,1.9219712525667352,3146.33
727,Cheryl Gonzales,kim47@example.org,2022-03-31,Paris,France,65.0,M,70.0,3,5488.22,1829.41,1,5,4,5,Champions,1.001599634369287,2.754277891854894,2464.44
728,Louis Brown,stevenlucas@example.org,2024-01-05,Munich,Germany,46.0,F,219.0,2,1486.53,743.26,1,3,3,3,Loyal Customers,0.6677330895795247,0.9883641341546886,239.53
729,Ashley Osborne,phillipmorris@example.org,2023-05-01,Bangkok,Thailand,62.0,M,178.0,4,4233.2,1058.3,1,4,5,5,Champions,1.3354661791590494,1.6700889801505818,1152.62
730,Kevin Marquez,nicoledavis@example.com,2021-03-23,Los Angeles,USA,,,17.0,1,546.61,546.61,1,5,2,2,New/Promising,0.33386654478976235,3.7754962354551678,336.46
731,Susan Hogan,davisjasmin@example.net,2022-11-02,Paris,France,64.0,F,237.0,2,2625.33,1312.66,1,3,3,4,Loyal Customers,0.6677330895795247,2.16290212183436,925.76
732,Joseph Cruz,nicholasjames@example.org,2022-09-12,Paris,France,63.0,F,27.0,2,2221.3,1110.65,1,5,3,3,Loyal Customers,0.6677330895795247,2.302532511978097,833.86
733,Krystal Keller,fernandothomas@example.net,2021-09-25,Singapore,Singapore,20.0,M,21.0,5,6076.74,1215.35,1,5,5,5,Champions,1.6693327239488118,3.266255989048597,3235.94
734,Eric Cross,lroberts@example.org,2024-02-03,Munich,Germany,40.0,F,92.0,1,1744.59,1744.59,1,4,2,3,New/Promising,0.33386654478976235,0.9089664613278576,258.54
736,Lisa Snyder,briannaalvarez@example.com,2020-06-23,Melbourne,Australia,50.0,F,13.0,4,4741.9,1185.47,1,5,5,5,Champions,1.3354661791590494,4.522929500342231,3496.62
737,Kyle Smith,christine83@example.org,2022-08-31,Paris,France,49.0,F,358.0,1,1318.27,1318.27,1,3,2,2,Needs Attention,0.33386654478976235,2.3353867214236823,501.93
738,Anthony Bailey,melissaestrada@example.net,2020-12-23,Manchester,UK,47.0,F,396.0,1,292.17,292.17,1,2,2,1,Hibernating/Lost,0.33386654478976235,4.0219028062970565,191.58
739,Thomas Williams,kchaney@example.net,2019-10-12,Bangkok,Thailand,26.0,F,602.0,1,1335.13,1335.13,1,2,2,2,Hibernating/Lost,0.33386654478976235,5.221081451060917,1136.48
740,Matthew Graves,tammycurry@example.com,2020-01-18,Chicago,USA,39.0,M,80.0,4,2658.94,664.74,1,5,5,4,Champions,1.3354661791590494,4.952772073921971,2147.03
741,Anna Evans,priscilla16@example.net,2023-07-20,Manchester,UK,62.0,M,172.0,2,2400.89,1200.44,1,4,3,4,Loyal Customers,0.6677330895795247,1.4510609171800137,567.98
742,John Martinez,mark68@example.org,2019-11-27,Paris,France,69.0,F,594.0,2,1199.36,599.68,1,2,3,2,Needs Attention,0.6677330895795247,5.0951403148528405,996.29
743,Lisa Rodriguez,webbhaley@example.net,2019-11-26,Paris,France,56.0,F,185.0,2,1637.48,818.74,1,4,3,3,Loyal Customers,0.6677330895795247,5.0978781656399725,1360.95
745,Lynn Vasquez,nicolehall@example.com,2023-12-05,New York,USA,21.0,M,63.0,1,1432.75,1432.75,1,5,2,3,New/Promising,0.33386654478976235,1.0732375085557837,250.69
746,April Johnson,mclaughlinjared@example.net,2019-12-16,Berlin,Germany,69.0,M,202.0,1,61.15,61.15,1,3,2,1,Needs Attention,0.33386654478976235,5.04312114989733,50.28
747,Mrs. Felicia Castro DDS,davidsonhannah@example.com,2020-01-08,Singapore,Singapore,58.0,M,632.0,1,2186.25,2186.25,1,2,2,3,Needs Attention,0.33386654478976235,4.980150581793292,1775.09
749,Keith Choi,jamesbass@example.net,2020-02-19,New York,USA,71.0,M,59.0,3,2567.64,855.88,1,5,4,4,Champions,1.001599634369287,4.865160848733744,2036.62
750,John Johnson,timothyburton@example.net,2019-07-17,Paris,France,46.0,M,390.0,2,2705.95,1352.98,1,2,3,4,Needs Attention,0.6677330895795247,5.45927446954141,2408.43
752,Kristen Smith,lauren51@example.org,2019-01-03,Mumbai,India,43.0,F,29.0,4,2409.79,602.45,1,5,5,4,Champions,1.3354661791590494,5.993155373032169,2354.59
753,Andre Terrell,ashleyprice@example.net,2021-05-28,Munich,Germany,67.0,F,397.0,2,716.24,358.12,1,2,3,2,Needs Attention,0.6677330895795247,3.594798083504449,419.77
756,Paula Gentry,zhunter@example.com,2022-12-23,New York,USA,52.0,F,19.0,3,3509.63,1169.88,1,5,4,4,Champions,1.001599634369287,2.023271731690623,1157.7
757,Brittany Peterson,hoconnor@example.com,2022-11-09,Toronto,Canada,42.0,M,366.0,1,43.13,43.13,1,3,2,1,Needs Attention,0.33386654478976235,2.1437371663244353,15.07
760,Stephen Garcia,andrew43@example.com,2022-02-10,Munich,Germany,32.0,M,91.0,3,8521.38,2840.46,1,4,4,5,Champions,1.001599634369287,2.8884325804243667,4012.83
761,Dustin Patel,rlambert@example.org,2023-02-15,Manchester,UK,70.0,F,147.0,5,5498.77,1099.75,1,4,5,5,Champions,1.6693327239488118,1.8754277891854894,1681.29
762,Brian Mullen,clarkmichael@example.com,2022-12-03,Singapore,Singapore,22.0,F,111.0,6,6025.66,1004.28,1,4,5,5,Champions,2.003199268738574,2.078028747433265,2041.44
763,Tony Brock,georgecollins@example.com,2022-06-11,Munich,Germany,26.0,M,123.0,2,1582.3,791.15,1,4,3,3,Loyal Customers,0.6677330895795247,2.5571526351813825,659.67
764,Amber Johnson,rodriguezbrian@example.com,2019-10-25,Mumbai,India,75.0,F,301.0,3,2180.73,726.91,1,3,4,3,Loyal Customers,1.001599634369287,5.1854893908282,1843.61
765,Michael Vance,tjensen@example.com,2019-06-13,London,UK,18.0,F,527.0,3,828.55,276.18,1,2,4,2,At Risk (High Value),1.001599634369287,5.552361396303901,750.01
767,Anna Lang,tdavis@example.net,2022-08-04,Chicago,USA,,Other,622.0,2,2468.13,1234.06,1,2,3,4,Needs Attention,0.6677330895795247,2.409308692676249,969.48
768,Pamela Ruiz,douglashuang@example.com,2020-08-08,Munich,Germany,18.0,M,1052.0,1,16.81,16.81,1,1,2,1,Hibernating/Lost,0.33386654478976235,4.396988364134154,12.05
770,John Bell,ssingleton@example.com,2023-05-16,Vancouver,Canada,38.0,F,190.0,2,1062.92,531.46,1,4,3,2,Loyal Customers,0.6677330895795247,1.6290212183436004,282.3
771,Bethany Garcia,nguyendebra@example.com,2023-02-18,New York,USA,74.0,M,302.0,1,1156.45,1156.45,1,3,2,2,Needs Attention,0.33386654478976235,1.8672142368240932,352.05
772,Jennifer Gutierrez,amydickson@example.com,2022-04-08,Bangkok,Thailand,38.0,M,125.0,2,2923.1,1461.55,1,4,3,4,Loyal Customers,0.6677330895795247,2.732375085557837,1302.15
773,Daniel Benson,bmueller@example.net,2021-07-20,Toronto,Canada,,M,298.0,5,5241.08,1048.22,1,3,5,5,Loyal Customers,1.6693327239488118,3.4496919917864477,2947.68
774,Kimberly Young,stevensonjennifer@example.com,2019-05-29,Munich,Germany,34.0,M,253.0,1,1403.47,1403.47,1,3,2,3,Needs Attention,0.33386654478976235,5.593429158110883,1279.85
775,Kyle Nguyen,shortgregory@example.com,2023-11-30,Vancouver,Canada,68.0,F,4.0,4,4050.73,1012.68,1,5,5,5,Champions,1.3354661791590494,1.0869267624914443,717.81
777,Daniel Taylor,shermandonna@example.com,2021-08-01,Sydney,Australia,,F,402.0,1,1678.68,1678.68,1,2,2,3,Needs Attention,0.33386654478976235,3.4168377823408624,935.13
778,Jean Lane,jamierich@example.com,2023-06-04,Sydney,Australia,59.0,F,224.0,2,1415.16,707.58,1,3,3,3,Loyal Customers,0.6677330895795247,1.5770020533880904,363.84
781,April Castro,daniel40@example.org,2024-01-06,Toronto,Canada,33.0,Other,25.0,1,972.61,972.61,1,5,2,2,New/Promising,0.33386654478976235,0.9856262833675564,156.29
782,Kevin Garrett,bsullivan@example.net,2021-10-18,Toronto,Canada,31.0,F,457.0,1,1626.83,1626.83,1,2,2,3,Needs Attention,0.33386654478976235,3.2032854209445585,849.6
783,Christopher Taylor,xbridges@example.com,2023-09-06,Toronto,Canada,69.0,F,115.0,4,4023.37,1005.84,1,4,5,5,Champions,1.3354661791590494,1.319644079397673,865.61
785,Katelyn Kim,christophermay@example.com,2021-09-14,Mumbai,India,55.0,M,720.0,1,22053.24,22053.24,1,1,2,5,Needs Attention,0.33386654478976235,3.29637234770705,11851.87
786,Stephanie Dominguez,dhanson@example.net,2023-11-15,Paris,France,47.0,M,124.0,3,4106.0,1368.67,1,4,4,5,Champions,1.001599634369287,1.1279945242984257,755.1
787,Robert Cruz,jacobjacobs@example.net,2020-03-30,Manchester,UK,,M,4.0,2,4405.01,2202.5,1,5,3,5,Loyal Customers,0.6677330895795247,4.75564681724846,3415.34
788,Dr. Michael Adams DVM,arthur09@example.com,2019-03-08,Munich,Germany,38.0,F,69.0,2,1931.42,965.71,1,5,3,3,Loyal Customers,0.6677330895795247,5.817932922655715,1831.99
789,Ashley Olson,thomasjessica@example.com,2022-12-01,,USA,45.0,M,321.0,2,5544.53,2772.26,1,3,3,5,Loyal Customers,0.6677330895795247,2.083504449007529,1883.37
790,Blake Wu,sanchezcrystal@example.net,2022-04-04,Manchester,UK,36.0,F,161.0,3,3650.96,1216.99,1,4,4,4,Champions,1.001599634369287,2.7433264887063653,1632.92
791,Angela Schultz,chloe58@example.org,2020-04-30,Vancouver,Canada,46.0,F,572.0,1,3435.02,3435.02,1,2,2,4,Needs Attention,0.33386654478976235,4.670773442847365,2615.75
792,Jose Harrison,robert44@example.org,2020-03-07,Manchester,UK,60.0,F,343.0,2,1846.89,923.44,1,3,3,3,Loyal Customers,0.6677330895795247,4.818617385352498,1450.91
793,Thomas Curry,bryan79@example.org,2020-01-04,Berlin,Germany,24.0,M,256.0,5,4626.69,925.34,1,3,5,5,Loyal Customers,1.6693327239488118,4.991101984941821,3764.84
794,Mary Carter,mitchellchristopher@example.net,2020-07-06,Melbourne,Australia,51.0,F,32.0,2,2952.64,1476.32,1,5,3,4,Loyal Customers,0.6677330895795247,4.487337440109514,2160.12
795,Richard King,joshua40@example.net,2019-11-03,Melbourne,Australia,,F,184.0,2,2693.26,1346.63,1,4,3,4,Loyal Customers,0.6677330895795247,5.160848733744011,2266.09
796,Christopher Vargas,donnawood@example.org,2023-10-06,Bangkok,Thailand,49.0,M,153.0,2,1379.23,689.62,1,4,3,2,Loyal Customers,0.6677330895795247,1.2375085557837098,278.27
797,Michael Washington,cooperchristopher@example.org,2022-02-25,Vancouver,Canada,19.0,F,51.0,5,4705.0,941.0,1,5,5,5,Champions,1.6693327239488118,2.847364818617385,2184.14
798,Samantha Monroe,ptownsend@example.net,2020-06-04,Mumbai,India,69.0,F,256.0,1,2330.1,2330.1,1,3,2,3,Needs Attention,0.33386654478976235,4.574948665297741,1737.96
799,Mark Clark,brian41@example.org,2021-01-07,London,UK,51.0,F,385.0,2,893.83,446.92,1,2,3,2,Needs Attention,0.6677330895795247,3.980835044490075,580.11
800,James Turner,noahthornton@example.com,2020-12-20,Los Angeles,USA,28.0,M,162.0,2,3026.26,1513.13,1,4,3,4,Loyal Customers,0.6677330895795247,4.030116358658453,1988.39
801,Joseph Graham,sara76@example.net,2020-08-05,Singapore,Singapore,36.0,M,311.0,1,2112.16,2112.16,1,3,2,3,Needs Attention,0.33386654478976235,4.405201916495551,1516.95
802,Joseph Blanchard,hardindana@example.com,2019-06-10,Bangkok,Thailand,55.0,F,94.0,2,1522.94,761.47,1,4,3,3,Loyal Customers,0.6677330895795247,5.560574948665297,1380.64
